unique_id,0,1,2,3,4
a743f3ec-4281-455a-a3ce-9694f1ffe6a2,14.508291,3.807141,9.447952,20.7816,-3.5903096
85c2c3cf-1ca5-4f81-a047-2ab0c3c4cbca,13.639176,4.6322255,10.108402,19.959808,-4.6493692
a15a19af-bc4f-4871-bc99-27d763fb41d4,14.51387,4.4273524,9.766956,20.091467,-2.5293598
41fe3b52-6609-461a-b33d-9c2e185eb62d,14.832408,4.147376,9.013278,20.8322,-5.155007
2e74256e-15c4-4643-8cc8-4ead22f91c64,13.4400015,4.8691893,9.10732,21.345303,-3.5050094
1c9b3c8b-d10a-4786-9876-c7720a0bdd0a,14.14475,4.7553673,9.038012,20.380665,-5.7752256
e2519e45-6217-4096-a782-b194d6ab8ece,12.8084955,6.630335,7.9178896,20.639954,-3.5444655
651a9084-25cd-4d06-9708-14370e1e5004,12.919085,6.7827063,8.111079,20.668783,-3.6269
19baf7ae-a0dd-4390-b843-c32f7f62f8f9,11.618988,4.565575,9.261909,21.872053,-3.3116279
4615e283-2d47-4810-8196-454fbc69825f,14.861038,5.153544,9.10134,21.316324,-3.7388105
0da83df1-30dc-479e-bdec-8416a96294ee,12.880942,6.7074895,7.9845567,20.681856,-3.6861336
9a13f703-e76f-4325-b383-e3c4c946be85,13.965576,4.4222946,9.0793085,19.749851,-4.4861817
7ca20109-662b-4fc0-bcfc-7635b934ae80,13.916381,4.789183,9.847133,19.74332,-3.9589157
8113fb29-a4f5-4932-94e0-83888de20ee9,15.1541,4.6420107,8.434942,20.675783,-5.3216915
71bafbff-3361-4ae7-a1f5-68a747c3c391,14.603488,4.341942,9.084417,21.088211,-5.4210787
9766ee9f-6225-44df-9462-8964b358a07c,13.816886,4.3253517,8.664309,21.124783,-4.283423
834a9144-8588-4036-bff8-23aa207a4498,13.320952,5.0375566,10.029732,19.356886,-3.1499033
0b1b131f-a00b-43c6-97be-02f655ad60b4,14.199946,4.5570755,9.982113,21.116919,-3.955499
4e0e894c-a64d-41c5-a4c0-2a623010a63f,15.668247,4.7943397,10.477616,21.535112,-4.6513925
3865df52-b233-4fc6-b079-bb5c1fda0476,15.097999,4.5200725,8.745959,20.606823,-5.133306
09308ab8-c4a4-4980-8c9f-eed208898ad7,13.5549555,4.344519,9.413423,19.832859,-4.99605
cd836d95-1e1c-4dd3-b0c7-31dc722b6b9f,15.230355,4.1049447,8.733357,20.987955,-4.8427176
4de19787-606b-487d-b0e9-502568281d5b,13.608477,5.3072267,10.96539,19.422838,-4.2473845
b1b3073f-f901-4fc1-a46e-e07a7ab67eb9,13.954904,3.2184618,9.175346,19.689827,-1.7777958
8810d49c-50b5-4367-b135-9be61f202788,14.93843,4.7024927,10.012384,21.767405,-6.030991
12cf5ab4-7fa4-4e2e-b1a6-4ce4ba2f6eaf,13.955017,5.3131294,10.087579,20.536108,-6.3001857
ff3e39a6-cbc8-45e3-a24c-3a08415a240a,13.746057,5.385217,8.854384,19.97346,-5.1389847
ac0dd3b2-c083-4bee-a639-5f6772348280,14.807205,5.4100404,8.360111,20.823494,-3.2999263
cbe1f992-af34-4947-be13-4317cc3af13e,15.501322,3.665453,10.041257,20.846037,-4.952612
d077ffab-1438-4ff8-bf6f-eca671ac0401,12.963264,5.673267,9.670365,21.226585,-5.0813003
69a72c6a-3602-445e-9504-f5e45191adc7,15.039084,4.3224096,9.255525,20.290255,-3.6364427
a8898de7-7994-40d9-a4db-205ca837754e,15.262224,4.6371956,9.340021,20.914364,-5.233505
684c4aae-e42f-405f-93dc-5bed09073a7b,15.122337,5.207273,8.803451,21.463903,-3.6885853
86fa8066-68fc-4d4a-81ee-441856b57e97,15.573364,4.849069,10.603768,21.277777,-4.4712634
f5421d9a-6869-4b51-ab8c-cfb198548680,13.403771,4.4711437,9.7878,18.802801,-4.5777564
00d0d532-37a3-4460-8e40-d2f3443d208c,13.708543,5.1836166,11.233639,19.306423,-4.328061
a8bd0680-3236-4568-8a62-dbbec419ca60,13.253919,5.428611,9.808397,19.652313,-4.130922
35294190-06c1-43a9-ae1b-de6a1b205c90,14.046173,4.430002,10.642554,18.623266,-3.3994489
d086f5b8-876e-4ab3-8625-26cbc87330c4,14.155113,4.5589986,9.429335,21.771944,-5.7467284
5dd750d4-82c1-4ed5-b852-e555396f749d,14.764708,4.582237,9.115107,20.420393,-5.0900674
2cf144a3-0a15-4fa1-bf07-9a42a1233543,14.324815,4.5209947,8.901091,20.411402,-5.6916075
c5b4a387-77bd-453c-8189-ba5dc6c09bc4,14.965343,5.3651867,8.637035,20.896206,-3.3689418
0bd8a4de-5849-4697-a400-6759f7bce30a,15.130039,3.9463792,8.687096,20.96552,-4.72105
1965df8c-0db7-4a28-8c9e-8e9fecdd9b65,14.441384,6.1214457,8.582301,20.490696,-3.5112264
4d74da32-d8f4-411d-bfae-64ddb10d52ce,13.485874,5.2360964,8.867623,19.967054,-2.9105687
69f0b7bc-9862-4d5c-a09d-a7d5c671cd55,13.12965,4.692042,9.157753,20.526894,-4.9041543
5bdf9ddd-5b80-47e9-a5d1-e82d57772355,15.037511,4.0625324,9.928805,21.067183,-3.8331683
1b020af8-6678-4af3-bbb3-a262b71ab2b0,13.266218,5.233404,10.838581,19.40915,-4.3426647
26fdb83c-8c74-42f2-ac2a-cf846932511c,14.70336,3.9806786,10.619321,19.746012,-4.0021453
a0aba4c9-60d9-4198-95a4-93b22617d0ea,13.736943,4.910646,8.574858,20.140316,-5.21959
250c66dd-7799-4948-aa11-754905f888af,15.171058,4.119888,9.789296,20.23221,-3.6963542
d1c96941-b5ea-4501-a29e-9b922163aab3,12.4392605,4.7814627,9.140595,21.49698,-3.7283587
d0181b02-e3d5-484d-a6c8-39e15faad0ae,14.743755,4.679065,9.008187,20.797796,-5.956348
41e3f61b-0b36-401d-8694-e5580a3aa644,15.293488,4.521859,9.01701,21.42609,-5.2159405
858b4ac4-7ff4-49a4-9e7a-ed72573287b6,15.300753,3.6237137,10.277287,20.21669,-4.7462893
9fa8bb9e-98dd-49a7-bbd5-b32d7e4cc217,12.295929,4.701537,9.142649,21.171625,-3.229192
96471c3f-f890-440d-b6ce-c2b15c5dddb0,15.301053,4.6218257,9.056355,21.26197,-4.9813094
c74d4448-b016-4ad7-bf67-2d9c78870db7,13.887511,3.610445,8.9108715,20.004782,-2.577557
79de7535-95ed-4945-8b2e-80160941a268,14.674546,5.4866643,10.405028,20.782665,-2.1353083
e855ca88-1981-4d04-93e2-6a6b5ca256c7,13.685009,4.4930573,9.919928,18.753008,-4.360784
d4890aec-c71e-4591-8917-a1d961d19938,13.847556,3.0820978,9.045968,19.70692,-1.8926557
0f5b5377-7f8c-425e-9051-7709ca65fb58,14.968301,5.19814,9.021314,21.216358,-3.878524
9756a7ca-d4f5-4eba-a554-0f24aad591a7,13.198173,4.5053883,10.636341,19.448906,-3.925444
4591a499-f0df-4fd6-87fe-c99f6c75b0f1,15.313118,4.9131284,8.460244,21.056269,-5.303899
6e47cd82-837b-41d6-a47b-4afa5686111b,15.437777,3.5339715,10.315184,20.448633,-4.6216645
323b065c-5b5b-41cc-9dab-47215955dc7d,14.053844,3.8278608,9.105987,20.06199,-4.7193017
03c586ee-4050-49e2-afc3-0fbc2e3bab12,14.379313,4.2008843,8.882998,20.71215,-5.7283077
16fa4cde-7a7a-4ae1-b7d2-e3bb8dbc8452,12.8478565,6.563948,8.061378,20.60925,-3.4814746
da7c0587-f4b2-493c-a0ff-3437fbf9e312,14.796371,5.0845923,10.194597,21.18349,-5.649116
35f6218d-f3d4-415e-b6c8-9c5c01cbdc97,13.234642,4.7213564,10.085546,19.503775,-4.7316465
e7a57b26-f8d2-43c3-9f4d-6673d2bf45fe,13.352234,4.8722115,9.79548,19.723103,-4.647423
4f1bca9e-3a8d-435f-9bba-cb3b33707f88,13.580645,4.568603,9.810065,18.830751,-4.3270054
d58d84db-aee0-4f0d-bd8d-2246f367a076,15.432632,3.6021218,9.743666,21.009398,-4.9013925
8d425429-90d3-4256-a708-c764fec0a481,13.934528,6.0814896,10.694226,20.638332,-4.8510704
e57f1a22-95d6-4b12-9ff4-284138c11343,15.189995,4.6277056,10.051953,21.20241,-5.3569345
04f2aa33-3853-46e5-a9b4-37ed1c74abfc,13.5477,5.6407537,9.986009,20.06145,-4.097534
38ceedfa-0638-423e-9e0d-90623dfade54,14.464431,4.5196176,8.900514,20.542425,-5.7984
561b1382-21c1-4248-bf28-12a3407ccaf5,14.511699,4.518939,9.491811,21.65848,-5.555453
5365dd6a-668c-4752-acf9-2b93fd22c4b0,13.831301,4.7717223,9.643868,20.15771,-4.0762577
f5570c6d-8806-4ff6-9d3c-3c0c601e36d8,13.54113,4.8186297,9.240043,19.54076,-5.048041
070c1e4d-98b4-43ab-ba23-9549509cae4b,13.948918,6.1661263,8.969876,19.97663,-4.009736
a0db73fa-df51-4147-b3ea-c1b1eb3a4fb4,13.995155,4.429263,9.416415,21.364975,-3.5153108
54c0d984-4616-49fc-93f8-02e3bd72a93e,13.121212,5.33611,9.846358,19.477758,-3.050058
0a5e353b-ae51-488e-9b77-35c3c4691088,13.750418,5.084115,9.071883,20.900188,-3.4972012
8c3e1fb2-654e-40fd-8d63-5f9678a40ae1,13.120892,5.2792854,9.600138,19.594393,-3.0211806
e98e804b-8023-4300-b663-4f0823563565,13.871411,4.5203047,9.847402,18.944859,-4.482626
4a496bdc-fa6c-42dd-adde-d68b6cbbaef1,15.108562,4.2230153,10.001271,21.147352,-4.908264
b8f452b4-ab61-4eae-a92a-2fc73e8e1129,15.306518,4.400224,8.773527,21.063772,-4.9796515
004ace7d-30ac-43bd-a8a6-627319e3ce3e,13.754912,4.384,8.702888,20.70549,-5.5107875
de4b11b3-315f-4df6-b298-63a073e6e80f,13.455341,5.040354,9.393153,19.755066,-4.4989243
b5abd95f-9305-4159-ba90-fd781bb55b0a,15.636383,4.3077593,10.3060875,21.432936,-4.389909
680ca31d-a883-448b-8c91-50b2cf6657c7,14.556488,4.275205,8.97643,20.415205,-5.422226
d64854be-ef34-4e06-b20d-b0432c21e573,13.960561,3.1443174,8.884016,20.028006,-1.8918515
a72aafab-6ddf-489f-af36-c57892161214,14.442912,4.0686545,8.971804,21.224863,-4.522362
4cbeda6d-895c-462f-b67e-dd56e86e43ca,13.460364,5.1356144,9.386888,19.509392,-3.1945534
0fe0653b-0469-4e3a-8c36-a5ee4dfd8b36,13.328215,3.3615112,9.036801,19.705173,-2.4111655
394e4056-2468-40ba-b471-d956eaa37386,14.27462,5.8732944,9.110896,19.98961,-3.673852
